Core,Sample,Colony,Community,Treatment,Repli,C.SH_3,D.SH_3,tot.SH_3,logTot.SH_3,logC.SH_3,logD.SH_3,D.Prp_3,D.Prop.t_3
S2-19,T3_S2-19,S2,D,CO2,R1,0.00000133,0.000481,0.000482,-3.3166,-5.8768,-3.3178,0.9972,1.5178565757
S2-27,T3_S2-27,S2,D,CO2,R2,0,0.00028,0.00028,-3.5533,NA,-3.5533,1,1.5707963268
S2-5,T3_S2-5,S2,D,CO2,R2,0,0.00054,0.00054,-3.268,NA,-3.268,1,1.5707963268
S2-6,T3_S2-6,S2,D,CO2,R1,0,0.000522,0.000522,-3.2826,NA,-3.2826,1,1.5707963268
S3-15,T3_S3-15,S3,DC,CO2,R2,0.000292,0.000524,0.000816,-3.0883,-3.5343,-3.2808,0.6419,0.9292755337
S3-22,T3_S3-22,S3,DC,CO2,R1,0.000284,0.000555,0.000839,-3.0761,-3.5462,-3.2557,0.6613,0.9496356964
S3-24,T3_S3-24,S3,DC,CO2,R2,0.0000982,0.000399,0.000497,-3.3037,-4.0079,-3.3994,0.8024,1.1101555165
S3-31,T3_S3-31,S3,DC,CO2,R1,0.000263,0.000454,0.000717,-3.1443,-3.5797,-3.3429,0.633,0.9200187371
S4-20,T3_S4-20,S4,D,CO2,R2,0.0000531,0.000925,0.000978,-3.0098,-4.2749,-3.0341,0.9457,1.3356105995
S4-23,T3_S4-23,S4,DC,CO2,R1,0.000211,0.000651,0.000862,-3.0645,-3.6755,-3.1865,0.7551,1.053106822
S4-5,T3_S4-5,S4,DC,CO2,R1,0.000275,0.000954,0.00123,-2.9103,-3.56,-3.0204,0.776,1.0777785978
S4-6,T3_S4-6,S4,DC,CO2,R2,0.00032,0.000486,0.000805,-3.0942,-3.4955,-3.3138,0.6031,0.8892431152
S5-16,T3_S5-16,S5,D,CO2,R2,0.0000355,0.00559,0.00562,-2.2499,-4.4492,-2.2527,0.9937,1.4913402091
S5-20,T3_S5-20,S5,D,CO2,R1,0,0.00427,0.00427,-2.3697,NA,-2.3697,1,1.5707963268
S5-26,T3_S5-26,S5,D,CO2,R2,0.0000521,0.00313,0.00319,-2.4969,-4.2831,-2.504,0.9836,1.4423811958
S5-4,T3_S5-4,S5,D,CO2,R1,0.0000381,0.00463,0.00467,-2.3309,-4.4196,-2.3345,0.9918,1.4801182596
S6-19,T3_S6-19,S6,D,CO2,R1,0,0.00149,0.00149,-2.828,NA,-2.828,1,1.5707963268
S6-2,T3_S6-2,S6,D,CO2,R2,0.00000501,0.00136,0.00136,-2.8657,-5.3003,-2.8673,0.9963,1.5099311285
S6-22,T3_S6-22,S6,D,CO2,R2,0.0000197,0.00244,0.00246,-2.6085,-4.7045,-2.612,0.992,1.4812339194
S6-4,T3_S6-4,S6,D,CO2,R1,0.00000977,0.00307,0.00308,-2.5113,-5.0102,-2.5127,0.9968,1.5141975709
S1-19,T3_S1-19,S1,D,D,R1,0.00000331,0.000314,0.000317,-3.4984,-5.4798,-3.5029,0.9896,1.4686383381
S1-22,T3_S1-22,S1,DC,D,R2,0.0000823,0.0000927,0.000175,-3.7569,-4.0847,-4.0327,0.5299,0.8153160127
S1-4,T3_S1-4,S1,DC,D,R1,0.000331,0.00032,0.000651,-3.1866,-3.4804,-3.4949,0.4916,0.7769977682
S1-7,T3_S1-7,S1,D,D,R2,0.00000493,0.000166,0.000171,-3.7666,-5.3073,-3.7793,0.9712,1.4002653706
S2-1,T3_S2-1,S2,D,D,R2,0,0.000935,0.000935,-3.029,NA,-3.029,1,1.5707963268
S2-15,T3_S2-15,S2,D,D,R2,0,0.000641,0.000641,-3.1934,NA,-3.1934,1,1.5707963268
S2-20,T3_S2-20,S2,D,D,R1,0,0.000692,0.000692,-3.1598,NA,-3.1598,1,1.5707963268
S2-29,T3_S2-29,S2,D,D,R1,0,0.00105,0.00105,-2.9772,NA,-2.9772,1,1.5707963268
S3-19,T3_S3-19,S3,DC,D,R1,0.0016,0.0018,0.00339,-2.4692,-2.7971,-2.745,0.5299,0.8153160127
S3-27,T3_S3-27,S3,D,D,R2,0,0.00122,0.00122,-2.9135,NA,-2.9135,1,1.5707963268
S3-3,T3_S3-3,S3,DC,D,R1,0.000586,0.00163,0.00221,-2.6548,-3.2322,-2.7882,0.7354,1.0304968342
S3-9,T3_S3-9,S3,DC,D,R2,0.00072,0.00128,0.002,-2.6984,-3.1429,-2.8918,0.6407,0.9280245401
S4-14,T3_S4-14,S4,DC,D,R2,0.000388,0.00107,0.00146,-2.8362,-3.4107,-2.9707,0.7336,1.0284587839
S4-21,T3_S4-21,S4,D,D,R1,0.00012,0.00149,0.00161,-2.7926,-3.9203,-2.8262,0.9255,1.294341427
S4-25,T3_S4-25,S4,D,D,R2,0.000122,0.00208,0.0022,-2.6574,-3.9144,-2.6821,0.9447,1.3334136391
S4-30,T3_S4-30,S4,D,D,R1,0.000015,0.00127,0.00129,-2.8908,-4.8227,-2.8959,0.9883,1.4624177455
S5-22,T3_S5-22,S5,D,D,R1,0.000006,0.00294,0.00295,-2.5307,-5.222,-2.5315,0.998,1.5260600467
S5-3,T3_S5-3,S5,D,D,R1,0,0.00454,0.00454,-2.3426,NA,-2.3426,1,1.5707963268
S5-6,T3_S5-6,S5,D,D,R2,0.00000901,0.00153,0.00154,-2.8122,-5.0453,-2.8148,0.9942,1.4945647838
S6-11,T3_S6-11,S6,D,D,R2,0.00000318,0.00137,0.00137,-2.8629,-5.497,-2.8639,0.9977,1.5228196085
S6-14,T3_S6-14,S6,D,D,R1,0.0000413,0.008,0.00804,-2.0947,-4.384,-2.097,0.9949,1.4993212006
S6-17,T3_S6-17,S6,D,D,R2,0,0.00146,0.00146,-2.8371,NA,-2.8371,1,1.5707963268
S6-9,T3_S6-9,S6,D,D,R1,0,0.00479,0.00479,-2.3196,NA,-2.3196,1,1.5707963268
S1-12,T3_S1-12,S1,C,Fe,R2,0.0000197,0,0.0000197,-4.7051,-4.7051,NA,0,0
S1-16,T3_S1-16,S1,C,Fe,R2,0.0000176,0.000000501,0.0000181,-4.7425,-4.7547,-6.3005,0.0277,0.1672112749
S1-6,T3_S1-6,S1,DC,Fe,R1,0.0000812,0.0000114,0.0000926,-4.0334,-4.0906,-4.9418,0.1235,0.3590934676
S1-9,T3_S1-9,S1,DC,Fe,R1,0.0000559,0.000025,0.0000809,-4.0922,-4.2525,-4.6028,0.3087,0.589093775
S2-16,T3_S2-16,S2,D,Fe,R1,0,0.000305,0.000305,-3.5164,NA,-3.5164,1,1.5707963268
S2-25,T3_S2-25,S2,D,Fe,R1,0,0.000355,0.000355,-3.4492,NA,-3.4492,1,1.5707963268
S2-31,T3_S2-31,S2,D,Fe,R2,0,0.000318,0.000318,-3.4972,NA,-3.4972,1,1.5707963268
S2-4,T3_S2-4,S2,D,Fe,R2,0,0.000216,0.000216,-3.6659,NA,-3.6659,1,1.5707963268
S3-11,T3_S3-11,S3,DC,Fe,R2,0.000293,0.0000644,0.000358,-3.4465,-3.5327,-4.1914,0.18,0.4381490306
S3-12,T3_S3-12,S3,DC,Fe,R1,0.000218,0.000156,0.000373,-3.4279,-3.6623,-3.8078,0.417,0.7020121662
S3-6,T3_S3-6,S3,DC,Fe,R1,0.000771,0.0000965,0.000867,-3.0619,-3.1132,-4.0157,0.1112,0.3399783061
S3-7,T3_S3-7,S3,C,Fe,R2,0.00047,0.0000169,0.000487,-3.3122,-3.3275,-4.7724,0.0347,0.1873738539
S4-11,T3_S4-11,S4,DC,Fe,R1,0.000311,0.0000749,0.000386,-3.413,-3.5066,-4.1257,0.1938,0.4558517121
S4-26,T3_S4-26,S4,DC,Fe,R2,0.000125,0.0000904,0.000215,-3.6668,-3.903,-4.044,0.4195,0.7045462697
S4-28,T3_S4-28,S4,DC,Fe,R2,0.0000281,0.000101,0.000129,-3.8902,-4.551,-3.9972,0.7816,1.084524814
S4-9,T3_S4-9,S4,C,Fe,R1,0.000362,0.0000141,0.000376,-3.4249,-3.4415,-4.8504,0.0375,0.1948803664
S5-13,T3_S5-13,S5,D,Fe,R2,0,0.000221,0.000221,-3.6566,NA,-3.6566,1,1.5707963268
S5-14,T3_S5-14,S5,D,Fe,R1,0,0.000417,0.000417,-3.3803,NA,-3.3803,1,1.5707963268
S5-23,T3_S5-23,S5,DC,Fe,R2,0.0000882,0.000416,0.000504,-3.2973,-4.0544,-3.3808,0.8251,1.1393219869
S5-25,T3_S5-25,S5,D,Fe,R1,0.00000656,0.000639,0.000645,-3.1904,-5.1831,-3.1948,0.9898,1.4696287929
S6-1,T3_S6-1,S6,D,Fe,R1,0.00000153,0.000633,0.000635,-3.1973,-5.8152,-3.1983,0.9976,1.5217869148
S6-12,T3_S6-12,S6,D,Fe,R1,0.0000164,0.00195,0.00196,-2.7071,-4.7861,-2.7107,0.9917,1.4795654903
S6-15,T3_S6-15,S6,D,Fe,R2,0.0000129,0.000523,0.000536,-3.2711,-4.8907,-3.2817,0.976,1.4152505259
S6-21,T3_S6-21,S6,D,Fe,R2,0.0000012,0.000335,0.000336,-3.4738,-5.9195,-3.4754,0.9964,1.5107602683
S1-17,T3_S1-17,S1,DC,N,R1,0.0000772,0.000114,0.000191,-3.7195,-4.1124,-3.9447,0.5954,0.8813866904
S1-25,T3_S1-25,S1,C,N,R1,0.00019,0,0.00019,-3.7203,-3.7203,NA,0,0
S1-30,T3_S1-30,S1,C,N,R2,0.000058,0.00000133,0.0000593,-4.2267,-4.2366,-5.8749,0.0225,0.1505682728
S1-8,T3_S1-8,S1,DC,N,R2,0.0000327,0.00000435,0.000037,-4.4318,-4.4861,-5.3616,0.1175,0.3498774982
S2-18,T3_S2-18,S2,D,N,R2,0,0.000726,0.000726,-3.1392,NA,-3.1392,1,1.5707963268
S2-21,T3_S2-21,S2,D,N,R1,0,0.000965,0.000965,-3.0156,NA,-3.0156,1,1.5707963268
S2-24,T3_S2-24,S2,D,N,R1,0,0.00302,0.00302,-2.5199,NA,-2.5199,1,1.5707963268
S2-7,T3_S2-7,S2,D,N,R2,0,0.000441,0.000441,-3.356,NA,-3.356,1,1.5707963268
S3-10,T3_S3-10,S3,DC,N,R1,0.00277,0.000947,0.00372,-2.4298,-2.5575,-3.0237,0.2548,0.5291238265
S3-25,T3_S3-25,S3,DC,N,R2,0.0000226,0.000143,0.000166,-3.7804,-4.6454,-3.8441,0.8636,1.1925151561
S3-30,T3_S3-30,S3,DC,N,R2,0.00014,0.000174,0.000315,-3.5021,-3.8529,-3.7584,0.5542,0.8397048754
S3-8,T3_S3-8,S3,C,N,R1,0.00155,0.0000667,0.00162,-2.7915,-2.8098,-4.1759,0.0413,0.2046495284
S4-19,T3_S4-19,S4,DC,N,R1,0.000553,0.00022,0.000772,-3.1121,-3.2577,-3.6576,0.2848,0.5629302256
S4-22,T3_S4-22,S4,DC,N,R2,0.000474,0.0000648,0.000539,-3.2685,-3.3241,-4.1887,0.1202,0.354049224
S4-29,T3_S4-29,S4,DC,N,R1,0.000386,0.000459,0.000845,-3.0731,-3.4134,-3.338,0.5433,0.8287524687
S4-7,T3_S4-7,S4,DC,N,R2,0.000359,0.0000982,0.000457,-3.3399,-3.4449,-4.0078,0.2148,0.4819017804
S5-11,T3_S5-11,S5,D,N,R1,0,0.00634,0.00634,-2.1976,NA,-2.1976,1,1.5707963268
S5-17,T3_S5-17,S5,D,N,R2,0,0.00288,0.00288,-2.5402,NA,-2.5402,1,1.5707963268
S5-18,T3_S5-18,S5,D,N,R2,0,0.00135,0.00135,-2.8699,NA,-2.8699,1,1.5707963268
S5-7,T3_S5-7,S5,D,N,R1,0,0.00227,0.00227,-2.6449,NA,-2.6449,1,1.5707963268
S6-24,T3_S6-24,S6,D,N,R1,0,0.00687,0.00687,-2.1632,NA,-2.1632,1,1.5707963268
S6-27,T3_S6-27,S6,D,N,R2,0,0.00459,0.00459,-2.3384,NA,-2.3384,1,1.5707963268
S6-28,T3_S6-28,S6,D,N,R1,0,0.0122,0.0122,-1.9145,NA,-1.9145,1,1.5707963268
S6-29,T3_S6-29,S6,D,N,R2,0.0000637,0.00804,0.0081,-2.0916,-4.1956,-2.095,0.9921,1.4817969367
S1-11,T3_S1-11,S1,C,NP,R2,0.0000321,0.00000173,0.0000338,-4.4706,-4.4934,-5.7628,0.051,0.2277968058
S1-14,T3_S1-14,S1,C,NP,R2,0.0000681,0,0.0000681,-4.1668,-4.1668,NA,0,0
S1-15,T3_S1-15,S1,C,NP,R1,0.000107,0.0000053,0.000112,-3.9497,-3.9707,-5.2761,0.0472,0.2190020419
S1-24,T3_S1-24,S1,C,NP,R1,0.0000922,0,0.0000922,-4.0353,-4.0353,NA,0,0
S2-13,T3_S2-13,S2,D,NP,R2,0,0.000479,0.000479,-3.3199,NA,-3.3199,1,1.5707963268
S2-3,T3_S2-3,S2,D,NP,R1,0.0000015,0.00039,0.000392,-3.407,-5.8228,-3.4086,0.9962,1.5091130786
S2-8,T3_S2-8,S2,D,NP,R2,0,0.000537,0.000537,-3.2701,NA,-3.2701,1,1.5707963268
S2-9,T3_S2-9,S2,D,NP,R1,0,0.000432,0.000432,-3.3646,NA,-3.3646,1,1.5707963268
S3-17,T3_S3-17,S3,DC,NP,R2,0.0012,0.000251,0.00145,-2.8384,-2.9209,-3.6002,0.1731,0.4291003483
S3-2,T3_S3-2,S3,DC,NP,R2,0.00037,0.000151,0.000521,-3.2832,-3.432,-3.8207,0.2901,0.5687856877
S3-21,T3_S3-21,S3,DC,NP,R1,0.00201,0.000753,0.00276,-2.5591,-2.6973,-3.1235,0.2726,0.5493243474
S3-26,T3_S3-26,S3,DC,NP,R1,0.000184,0.00057,0.000754,-3.1224,-3.735,-3.2438,0.756,1.054153917
S4-1,T3_S4-1,S4,C,NP,R1,0.000208,0.00000164,0.00021,-3.678,-3.6814,-5.7861,0.0078,0.0884328264
S4-16,T3_S4-16,S4,C,NP,R2,0.000885,0.0000935,0.000978,-3.0094,-3.0531,-4.029,0.0956,0.3143438049
S4-2,T3_S4-2,S4,C,NP,R1,0.000573,0.0000342,0.000607,-3.2169,-3.242,-4.4663,0.0563,0.2395610249
S4-4,T3_S4-4,S4,C,NP,R2,0.0013,0.0000381,0.00133,-2.8747,-2.8873,-4.419,0.0286,0.1699320166
S5-1,T3_S5-1,S5,D,NP,R1,0.0000426,0.000717,0.00076,-3.1193,-4.371,-3.1444,0.944,1.3318868782
S5-12,T3_S5-12,S5,D,NP,R1,0.00000429,0.000671,0.000675,-3.1707,-5.3678,-3.1735,0.9936,1.4907107468
S5-2,T3_S5-2,S5,D,NP,R2,0.0000105,0.00115,0.00116,-2.9362,-4.9787,-2.9402,0.9909,1.4752571302
S5-8,T3_S5-8,S5,D,NP,R2,0.0000233,0.00025,0.000273,-3.5631,-4.6325,-3.6018,0.9148,1.2745936217
S6-18,T3_S6-18,S6,D,NP,R1,0,0.00392,0.00392,-2.4062,NA,-2.4062,1,1.5707963268
S6-3,T3_S6-3,S6,D,NP,R1,0.00000443,0.000613,0.000617,-3.2096,-5.354,-3.2127,0.9928,1.4858413583
S6-31,T3_S6-31,S6,D,NP,R2,0,0.000292,0.000292,-3.5346,NA,-3.5346,1,1.5707963268
S6-8,T3_S6-8,S6,D,NP,R2,0.0000105,0.00166,0.00167,-2.7783,-4.9771,-2.7811,0.9937,1.4913402091
S1-18,T3_S1-18,S1,D,NPF,R1,0.00000357,0.0000713,0.0000748,-4.126,-5.4472,-4.1472,0.9523,1.3506183603
S1-2,T3_S1-2,S1,DC,NPF,R2,0.00002,0.00000463,0.0000247,-4.6079,-4.6981,-5.3349,0.1875,0.4478323969
S1-28,T3_S1-28,S1,DC,NPF,R2,0.0000171,0.000042,0.0000591,-4.2285,-4.7663,-4.3772,0.7101,1.002231019
S1-5,T3_S1-5,S1,DC,NPF,R1,0.000036,0.0000253,0.0000613,-4.2123,-4.4435,-4.5966,0.4128,0.6977499649
S2-14,T3_S2-14,S2,D,NPF,R2,0.000000264,0.000405,0.000405,-3.3922,-6.5786,-3.3924,0.9993,1.544335726
S2-23,T3_S2-23,S2,DC,NPF,R2,0.000228,0.0000297,0.000258,-3.5888,-3.6421,-4.5266,0.1154,0.3466040303
S2-28,T3_S2-28,S2,D,NPF,R1,0,0.00051,0.00051,-3.2923,NA,-3.2923,1,1.5707963268
S2-30,T3_S2-30,S2,D,NPF,R1,0,0.000478,0.000478,-3.3202,NA,-3.3202,1,1.5707963268
S3-1,T3_S3-1,S3,DC,NPF,R1,0.000393,0.0000924,0.000485,-3.3142,-3.406,-4.0343,0.1905,0.4516637573
S3-16,T3_S3-16,S3,DC,NPF,R2,0.000365,0.0000568,0.000422,-3.3746,-3.4373,-4.2455,0.1346,0.3756515532
S3-28,T3_S3-28,S3,DC,NPF,R1,0.000273,0.0000782,0.000351,-3.4541,-3.5634,-4.107,0.2224,0.4910964568
S4-10,T3_S4-10,S4,DC,NPF,R1,0.000209,0.0000359,0.000245,-3.6114,-3.6803,-4.4448,0.1467,0.3930573018
S4-13,T3_S4-13,S4,DC,NPF,R2,0.0002,0.0000702,0.000271,-3.5677,-3.6982,-4.1538,0.2594,0.5343866097
S4-17,T3_S4-17,S4,DC,NPF,R1,0.000271,0.000207,0.000477,-3.3212,-3.5675,-3.6849,0.4328,0.7179941914
S4-18,T3_S4-18,S4,DC,NPF,R2,0.000247,0.0000687,0.000316,-3.5007,-3.6073,-4.1628,0.2177,0.4854238939
S5-19,T3_S5-19,S5,D,NPF,R2,0,0.000211,0.000211,-3.6757,NA,-3.6757,1,1.5707963268
S5-21,T3_S5-21,S5,D,NPF,R2,0.0000164,0.000227,0.000243,-3.6141,-4.7841,-3.6445,0.9324,1.3077741239
S5-27,T3_S5-27,S5,DC,NPF,R1,0.0000716,0.000275,0.000347,-3.4599,-4.1448,-3.5604,0.7934,1.0989487784
S5-5,T3_S5-5,S5,D,NPF,R1,0.000000973,0.000299,0.0003,-3.5226,-6.0117,-3.524,0.9968,1.5141975709
S6-10,T3_S6-10,S6,D,NPF,R2,0.0000072,0.00101,0.00102,-2.9919,-5.1429,-2.9949,0.9929,1.4864347997
S6-13,T3_S6-13,S6,D,NPF,R1,0.00000349,0.00376,0.00377,-2.4242,-5.4578,-2.4246,0.9991,1.540791825
S6-25,T3_S6-25,S6,D,NPF,R2,0.00000818,0.000619,0.000627,-3.2029,-5.087,-3.2087,0.9869,1.4560897167
S6-6,T3_S6-6,S6,D,NPF,R1,0.00000877,0.001,0.00101,-2.9954,-5.0569,-2.9992,0.9913,1.477386757
