Core,Sample,Colony,Community,Treatment,Repli,C.SH_1,D.SH_1,tot.SH_1,logTot.SH_1,logC.SH_1,logD.SH_1,D.Prp_1,D.Prop.t_1
S1-3,T1_S1-3,S1,DC,CO2,R2,0.0000498,0.0000128,0.0000626,-4.2031,-4.3025,-4.8922,0.2046,0.469373148
S2-19,T1_S2-19,S2,D,CO2,R1,0.00000154,0.000284,0.000286,-3.5442,-5.8126,-3.5466,0.9946,1.4972453371
S2-27,T1_S2-27,S2,D,CO2,R2,0,0.000311,0.000311,-3.5075,NA,-3.5075,1,1.5707963268
S2-5,T1_S2-5,S2,D,CO2,R2,0,0.000661,0.000661,-3.1796,NA,-3.1796,1,1.5707963268
S2-6,T1_S2-6,S2,D,CO2,R1,0,0.000559,0.000559,-3.2529,NA,-3.2529,1,1.5707963268
S3-15,T1_S3-15,S3,D,CO2,R2,0.0000252,0.000596,0.000621,-3.2069,-4.5994,-3.2248,0.9595,1.3681664267
S3-22,T1_S3-22,S3,DC,CO2,R1,0.0000539,0.000382,0.000436,-3.3608,-4.2683,-3.4181,0.8763,1.211399023
S3-24,T1_S3-24,S3,D,CO2,R2,0.0000334,0.000677,0.000711,-3.1482,-4.476,-3.1691,0.953,1.3522663111
S3-31,T1_S3-31,S3,D,CO2,R1,0.0000366,0.000697,0.000733,-3.1348,-4.4362,-3.157,0.95,1.3452829209
S4-20,T1_S4-20,S4,DC,CO2,R2,0.0000633,0.000333,0.000397,-3.4017,-4.1989,-3.4772,0.8405,1.1599618437
S4-23,T1_S4-23,S4,DC,CO2,R1,0.00015,0.000221,0.000371,-3.4301,-3.8232,-3.6552,0.5955,0.8814885639
S4-5,T1_S4-5,S4,DC,CO2,R1,0.000212,0.000105,0.000317,-3.4987,-3.6735,-3.9785,0.3313,0.6133213793
S4-6,T1_S4-6,S4,DC,CO2,R2,0.000266,0.00028,0.000546,-3.2626,-3.5744,-3.5531,0.5123,0.7976994043
S5-16,T1_S5-16,S5,D,CO2,R2,0.00000106,0.000159,0.00016,-3.7948,-5.9761,-3.7976,0.9934,1.4894663119
S5-20,T1_S5-20,S5,D,CO2,R1,0,0.000166,0.000166,-3.7792,NA,-3.7792,1,1.5707963268
S5-26,T1_S5-26,S5,D,CO2,R2,0.00000657,0.000333,0.00034,-3.469,-5.1826,-3.4775,0.9807,1.431421087
S5-4,T1_S5-4,S5,D,CO2,R1,0,0.000351,0.000351,-3.4544,NA,-3.4544,1,1.5707963268
S6-19,T1_S6-19,S6,D,CO2,R1,0,0.000704,0.000704,-3.1524,NA,-3.1524,1,1.5707963268
S6-2,T1_S6-2,S6,D,CO2,R2,0.00000146,0.000881,0.000882,-3.0544,-5.8354,-3.0551,0.9983,1.5295535795
S6-22,T1_S6-22,S6,D,CO2,R2,0,0.00033,0.00033,-3.4815,NA,-3.4815,1,1.5707963268
S6-4,T1_S6-4,S6,D,CO2,R1,0.00000273,0.000724,0.000727,-3.1387,-5.5632,-3.1404,0.9962,1.5091130786
S1-19,T1_S1-19,S1,D,D,R1,0.000000375,0.000122,0.000122,-3.9133,-6.4262,-3.9147,0.9969,1.5150898762
S1-22,T1_S1-22,S1,DC,D,R2,0.0000159,0.0000327,0.0000486,-4.313,-4.7975,-4.4854,0.6723,0.9613044899
S1-4,T1_S1-4,S1,DC,D,R1,0.0000189,0.0000886,0.000107,-3.9689,-4.7246,-4.0528,0.8245,1.1385327997
S1-7,T1_S1-7,S1,D,D,R2,0.000000974,0.000107,0.000108,-3.9658,-6.0116,-3.9697,0.991,1.4757851151
S2-1,T1_S2-1,S2,D,D,R2,0,0.000398,0.000398,-3.4006,NA,-3.4006,1,1.5707963268
S2-15,T1_S2-15,S2,D,D,R2,0,0.000376,0.000376,-3.4252,NA,-3.4252,1,1.5707963268
S2-20,T1_S2-20,S2,D,D,R1,0,0.000488,0.000488,-3.3112,NA,-3.3112,1,1.5707963268
S2-29,T1_S2-29,S2,D,D,R1,0,0.000509,0.000509,-3.2933,NA,-3.2933,1,1.5707963268
S3-19,T1_S3-19,S3,D,D,R1,0.0000465,0.000733,0.00078,-3.1081,-4.333,-3.1348,0.9404,1.3241727341
S3-27,T1_S3-27,S3,D,D,R2,0.0000113,0.00107,0.00108,-2.9654,-4.9455,-2.9699,0.9895,1.4681466449
S3-3,T1_S3-3,S3,DC,D,R1,0.000164,0.00105,0.00122,-2.9153,-3.7847,-2.9784,0.8649,1.1944128445
S3-9,T1_S3-9,S3,DC,D,R2,0.000334,0.00113,0.00146,-2.8348,-3.4768,-2.9471,0.772,1.0729966032
S4-14,T1_S4-14,S4,DC,D,R2,0.0000968,0.00016,0.000257,-3.5904,-4.0141,-3.7959,0.623,0.9096737945
S4-21,T1_S4-21,S4,DC,D,R1,0.0000579,0.000358,0.000415,-3.3815,-4.2372,-3.4467,0.8606,1.1881646859
S4-25,T1_S4-25,S4,D,D,R2,0.000025,0.000461,0.000486,-3.3133,-4.6018,-3.3362,0.9485,1.341865768
S4-30,T1_S4-30,S4,D,D,R1,0.0000226,0.000876,0.000899,-3.0464,-4.6459,-3.0575,0.9749,1.4116961673
S5-22,T1_S5-22,S5,D,D,R1,0,0.00109,0.00109,-2.9614,NA,-2.9614,1,1.5707963268
S5-3,T1_S5-3,S5,D,D,R1,0,0.000227,0.000227,-3.6442,NA,-3.6442,1,1.5707963268
S5-6,T1_S5-6,S5,D,D,R2,0,0.000158,0.000158,-3.8001,NA,-3.8001,1,1.5707963268
S6-11,T1_S6-11,S6,D,D,R2,0.0000055,0.00104,0.00104,-2.9813,-5.2598,-2.9836,0.9947,1.4979307664
S6-14,T1_S6-14,S6,D,D,R1,0.00000285,0.0014,0.0014,-2.8526,-5.5447,-2.8534,0.998,1.5260600467
S6-17,T1_S6-17,S6,D,D,R2,0.000011,0.00124,0.00125,-2.9038,-4.9569,-2.9077,0.9912,1.4768498784
S6-9,T1_S6-9,S6,D,D,R1,0,0.00102,0.00102,-2.9912,NA,-2.9912,1,1.5707963268
S1-12,T1_S1-12,S1,C,Fe,R2,0.0000312,0.000000314,0.0000316,-4.5008,-4.5052,-6.5028,0.01,0.1001674212
S1-16,T1_S1-16,S1,DC,Fe,R2,0.0000114,0.0000498,0.0000612,-4.213,-4.943,-4.3025,0.8138,1.1246314921
S1-6,T1_S1-6,S1,DC,Fe,R1,0.0000214,0.0000455,0.000067,-4.1742,-4.6688,-4.3419,0.6798,0.9693177546
S1-9,T1_S1-9,S1,DC,Fe,R1,0.0000169,0.0000368,0.0000537,-4.2701,-4.7731,-4.4339,0.6859,0.9758717989
S2-16,T1_S2-16,S2,D,Fe,R1,0,0.000955,0.000955,-3.02,NA,-3.02,1,1.5707963268
S2-25,T1_S2-25,S2,D,Fe,R1,0,0.000701,0.000701,-3.154,NA,-3.154,1,1.5707963268
S2-31,T1_S2-31,S2,D,Fe,R2,0,0.000868,0.000868,-3.0615,NA,-3.0615,1,1.5707963268
S2-4,T1_S2-4,S2,D,Fe,R2,0,0.000792,0.000792,-3.1011,NA,-3.1011,1,1.5707963268
S3-11,T1_S3-11,S3,DC,Fe,R2,0.0000701,0.000437,0.000507,-3.2946,-4.1543,-3.3592,0.8619,1.1900450127
S3-12,T1_S3-12,S3,D,Fe,R1,0.0000115,0.00241,0.00242,-2.6166,-4.9378,-2.6187,0.9952,1.5014587488
S3-6,T1_S3-6,S3,D,Fe,R1,0,0.000975,0.000975,-3.011,NA,-3.011,1,1.5707963268
S3-7,T1_S3-7,S3,DC,Fe,R2,0.000279,0.000376,0.000655,-3.1837,-3.5541,-3.4248,0.5739,0.8595698988
S4-11,T1_S4-11,S4,D,Fe,R1,0.0000206,0.00394,0.00396,-2.4027,-4.6855,-2.405,0.9948,1.4986226584
S4-26,T1_S4-26,S4,DC,Fe,R2,0.000165,0.0014,0.00156,-2.8062,-3.7832,-2.8546,0.8945,1.2399879984
S4-28,T1_S4-28,S4,D,Fe,R2,0.0000404,0.000896,0.000936,-3.0286,-4.3937,-3.0477,0.9569,1.3616699449
S4-9,T1_S4-9,S4,D,Fe,R1,0.00000209,0.00151,0.00151,-2.8217,-5.6789,-2.8223,0.9986,1.5333710169
S5-13,T1_S5-13,S5,D,Fe,R2,0,0.000655,0.000655,-3.1837,NA,-3.1837,1,1.5707963268
S5-14,T1_S5-14,S5,D,Fe,R1,0,0.00126,0.00126,-2.8998,NA,-2.8998,1,1.5707963268
S5-23,T1_S5-23,S5,D,Fe,R2,0.0000383,0.00131,0.00135,-2.8695,-4.4174,-2.882,0.9717,1.4017665439
S5-25,T1_S5-25,S5,D,Fe,R1,0.00000578,0.00284,0.00284,-2.5459,-5.2379,-2.5468,0.998,1.5260600467
S6-1,T1_S6-1,S6,D,Fe,R1,0.00000136,0.00217,0.00217,-2.6639,-5.8665,-2.6642,0.9994,1.5462989792
S6-12,T1_S6-12,S6,D,Fe,R1,0,0.00945,0.00945,-2.0244,NA,-2.0244,1,1.5707963268
S6-15,T1_S6-15,S6,D,Fe,R2,0.00000977,0.00175,0.00176,-2.754,-5.0102,-2.7564,0.9945,1.4965661913
S6-21,T1_S6-21,S6,D,Fe,R2,0,0.00147,0.00147,-2.8323,NA,-2.8323,1,1.5707963268
S1-17,T1_S1-17,S1,D,N,R1,0.00000286,0.0000662,0.0000691,-4.1606,-5.5443,-4.179,0.9587,1.3661467984
S1-25,T1_S1-25,S1,C,N,R1,0.0000354,0,0.0000354,-4.4509,-4.4509,NA,0,0
S1-30,T1_S1-30,S1,DC,N,R2,0.0000157,0.00000633,0.000022,-4.6576,-4.8049,-5.1986,0.2877,0.566138145
S1-8,T1_S1-8,S1,DC,N,R2,0.0000164,0.0000158,0.0000322,-4.4924,-4.7846,-4.8024,0.4898,0.7751974558
S2-18,T1_S2-18,S2,D,N,R2,0,0.00049,0.00049,-3.3102,NA,-3.3102,1,1.5707963268
S2-21,T1_S2-21,S2,D,N,R1,0,0.000381,0.000381,-3.4196,NA,-3.4196,1,1.5707963268
S2-24,T1_S2-24,S2,D,N,R1,0,0.000522,0.000522,-3.2826,NA,-3.2826,1,1.5707963268
S2-7,T1_S2-7,S2,D,N,R2,0,0.000835,0.000835,-3.0781,NA,-3.0781,1,1.5707963268
S3-10,T1_S3-10,S3,DC,N,R1,0.000217,0.000282,0.000499,-3.3017,-3.6636,-3.5493,0.5655,0.851086966
S3-25,T1_S3-25,S3,D,N,R2,0.00000749,0.000396,0.000416,-3.3812,-5.1257,-3.4022,0.9529,1.3520301789
S3-30,T1_S3-30,S3,DC,N,R2,0.0000383,0.000328,0.000367,-3.4358,-4.4165,-3.4838,0.8954,1.2414556265
S3-8,T1_S3-8,S3,DC,N,R1,0.000286,0.000148,0.000434,-3.3625,-3.5434,-3.8302,0.3407,0.6232720863
S4-19,T1_S4-19,S4,DC,N,R1,0.000692,0.000214,0.000906,-3.043,-3.16,-3.6698,0.2362,0.5075117315
S4-22,T1_S4-22,S4,DC,N,R2,0.000509,0.000179,0.000687,-3.1627,-3.2935,-3.7478,0.26,0.5350708072
S4-29,T1_S4-29,S4,DC,N,R1,0.0000581,0.000191,0.000249,-3.6035,-4.236,-3.7187,0.7669,1.0669421723
S4-7,T1_S4-7,S4,DC,N,R2,0.000247,0.000117,0.000364,-3.4393,-3.6076,-3.9323,0.3214,0.6027639636
S5-11,T1_S5-11,S5,D,N,R1,0,0.00163,0.00163,-2.789,NA,-2.789,1,1.5707963268
S5-17,T1_S5-17,S5,D,N,R2,0,0.00125,0.00125,-2.9029,NA,-2.9029,1,1.5707963268
S5-18,T1_S5-18,S5,D,N,R2,0.0000234,0.00138,0.0014,-2.8528,-4.6308,-2.8601,0.9833,1.4412054308
S5-24,T1_S5-24,S5,D,N,R1,0.000022,0.0012,0.00122,-2.9121,-4.6585,-2.92,0.9821,1.4366030526
S5-7,T1_S5-7,S5,D,N,R1,0,0.000302,0.000302,-3.5207,NA,-3.5207,1,1.5707963268
S6-20,T1_S6-20,S6,D,N,R1,0,0.00141,0.00141,-2.8498,NA,-2.8498,1,1.5707963268
S6-24,T1_S6-24,S6,D,N,R1,0.000002,0.0013,0.0013,-2.886,-5.6999,-2.8867,0.9985,1.5320568043
S6-27,T1_S6-27,S6,D,N,R2,0,0.000979,0.000979,-3.0091,NA,-3.0091,1,1.5707963268
S6-28,T1_S6-28,S6,D,N,R1,0.0000227,0.00179,0.00182,-2.7407,-4.643,-2.7462,0.9875,1.4587586841
S6-29,T1_S6-29,S6,D,N,R2,0.000000767,0.00114,0.00114,-2.942,-6.1151,-2.9423,0.9993,1.544335726
S6-5,T1_S6-5,S6,D,N,R1,0.00000246,0.00073,0.000732,-3.1355,-5.6086,-3.1369,0.9966,1.5124537151
S1-11,T1_S1-11,S1,C,NP,R2,0.0000291,0,0.0000291,-4.5357,-4.5357,NA,0,0
S1-14,T1_S1-14,S1,C,NP,R2,0.000025,0.000000488,0.0000255,-4.5932,-4.6015,-6.3118,0.0191,0.1386465199
S1-15,T1_S1-15,S1,DC,NP,R1,0.00002,0.00000789,0.0000279,-4.554,-4.6982,-5.103,0.2825,0.560379025
S1-24,T1_S1-24,S1,C,NP,R1,0.0000369,0,0.0000369,-4.4328,-4.4328,NA,0,0
S2-13,T1_S2-13,S2,D,NP,R2,0,0.000136,0.000136,-3.8667,NA,-3.8667,1,1.5707963268
S2-3,T1_S2-3,S2,D,NP,R1,0,0.000203,0.000203,-3.6931,NA,-3.6931,1,1.5707963268
S2-8,T1_S2-8,S2,D,NP,R2,0,0.000202,0.000202,-3.6949,NA,-3.6949,1,1.5707963268
S2-9,T1_S2-9,S2,D,NP,R1,0,0.000217,0.000217,-3.6641,NA,-3.6641,1,1.5707963268
S3-17,T1_S3-17,S3,DC,NP,R2,0.000086,0.000179,0.00027,-3.5682,-4.0655,-3.7478,0.6614,0.9497413486
S3-2,T1_S3-2,S3,D,NP,R2,0.0000195,0.000257,0.000277,-3.5577,-4.7089,-3.5895,0.9294,1.3018595266
S3-21,T1_S3-21,S3,D,NP,R1,0.000024,0.000258,0.000282,-3.5496,-4.6189,-3.5883,0.9147,1.2744145728
S3-26,T1_S3-26,S3,D,NP,R1,0.00000495,0.000272,0.000281,-3.5514,-5.305,-3.5649,0.9694,1.3949631211
S4-1,T1_S4-1,S4,DC,NP,R1,0.000184,0.0000524,0.000237,-3.6259,-3.7346,-4.2808,0.2214,0.4898931568
S4-16,T1_S4-16,S4,DC,NP,R2,0.0000289,0.000241,0.00027,-3.5688,-4.5397,-3.6179,0.8931,1.2377159487
S4-2,T1_S4-2,S4,DC,NP,R1,0.00018,0.0000845,0.000265,-3.5775,-3.7447,-4.0731,0.3195,0.6007281726
S4-4,T1_S4-4,S4,DC,NP,R2,0.00036,0.000123,0.000483,-3.3164,-3.4443,-3.91,0.255,0.5293532869
S5-1,T1_S5-1,S5,D,NP,R1,0,0.0000806,0.0000806,-4.0937,NA,-4.0937,1,1.5707963268
S5-12,T1_S5-12,S5,D,NP,R1,0,0.000151,0.000151,-3.8202,NA,-3.8202,1,1.5707963268
S5-2,T1_S5-2,S5,D,NP,R2,0,0.000379,0.000379,-3.4215,NA,-3.4215,1,1.5707963268
S5-8,T1_S5-8,S5,D,NP,R2,0.00000674,0.000512,0.000519,-3.2847,-5.1714,-3.2904,0.987,1.4565302898
S6-18,T1_S6-18,S6,D,NP,R1,0,0.000311,0.000311,-3.507,NA,-3.507,1,1.5707963268
S6-3,T1_S6-3,S6,D,NP,R1,0.000000669,0.000387,0.000387,-3.412,-6.1748,-3.4127,0.9983,1.5295535795
S6-31,T1_S6-31,S6,D,NP,R2,0,0.000494,0.000494,-3.3059,NA,-3.3059,1,1.5707963268
S6-8,T1_S6-8,S6,D,NP,R2,0,0.00098,0.00098,-3.0089,NA,-3.0089,1,1.5707963268
S1-18,T1_S1-18,S1,D,NPF,R1,0.00000296,0.0000739,0.0000768,-4.1144,-5.5286,-4.1315,0.9615,1.3733007909
S1-2,T1_S1-2,S1,DC,NPF,R2,0.0000382,0.0000183,0.0000564,-4.2484,-4.4181,-4.7387,0.3234,0.6049034832
S1-28,T1_S1-28,S1,D,NPF,R2,0.00000566,0.0000554,0.0000611,-4.214,-5.2469,-4.2562,0.9073,1.2614177799
S1-5,T1_S1-5,S1,DC,NPF,R1,0.0000271,0.0000422,0.0000694,-4.1588,-4.5664,-4.3743,0.6088,0.8950755999
S2-14,T1_S2-14,S2,D,NPF,R2,0,0.000285,0.000285,-3.5456,NA,-3.5456,1,1.5707963268
S2-23,T1_S2-23,S2,D,NPF,R2,0,0.000183,0.000183,-3.7364,NA,-3.7364,1,1.5707963268
S2-28,T1_S2-28,S2,D,NPF,R1,0,0.00014,0.00014,-3.8549,NA,-3.8549,1,1.5707963268
S2-30,T1_S2-30,S2,D,NPF,R1,0,0.000162,0.000162,-3.7914,NA,-3.7914,1,1.5707963268
S3-1,T1_S3-1,S3,D,NPF,R1,0.0000115,0.000205,0.000217,-3.6645,-4.9405,-3.6881,0.947,1.3384953635
S3-13,T1_S3-13,S3,DC,NPF,R2,0.0000644,0.000276,0.000341,-3.4678,-4.1909,-3.5589,0.8108,1.120789964
S3-16,T1_S3-16,S3,DC,NPF,R2,0.0000915,0.000167,0.000258,-3.5876,-4.0386,-3.7774,0.646,0.9335568171
S3-28,T1_S3-28,S3,D,NPF,R1,0.0000155,0.000142,0.000158,-3.8017,-4.8111,-3.8464,0.9021,1.2525622892
S4-10,T1_S4-10,S4,DC,NPF,R1,0.000126,0.000129,0.000254,-3.5947,-3.9008,-3.8906,0.5059,0.7912983003
S4-13,T1_S4-13,S4,DC,NPF,R2,0.000119,0.000121,0.00024,-3.6195,-3.9244,-3.9167,0.5044,0.7897982202
S4-17,T1_S4-17,S4,DC,NPF,R1,0.0000369,0.000151,0.000188,-3.7262,-4.4326,-3.8213,0.8034,1.1114124036
S4-18,T1_S4-18,S4,DC,NPF,R2,0.0000814,0.000248,0.00033,-3.4816,-4.0891,-3.6047,0.7531,1.0507845822
S5-19,T1_S5-19,S5,D,NPF,R2,0,0.000242,0.000242,-3.6164,NA,-3.6164,1,1.5707963268
S5-21,T1_S5-21,S5,D,NPF,R2,0.0000177,0.000336,0.000354,-3.4514,-4.7521,-3.4737,0.95,1.3452829209
S5-27,T1_S5-27,S5,DC,NPF,R1,0.0000177,0.000134,0.000152,-3.8191,-4.7511,-3.8731,0.8831,1.2218514956
S5-5,T1_S5-5,S5,D,NPF,R1,0,0.000175,0.000175,-3.7563,NA,-3.7563,1,1.5707963268
S6-10,T1_S6-10,S6,D,NPF,R2,0,0.000449,0.000449,-3.348,NA,-3.348,1,1.5707963268
S6-13,T1_S6-13,S6,D,NPF,R1,0.000000702,0.000717,0.000718,-3.1441,-6.1534,-3.1445,0.999,1.5391682774
S6-25,T1_S6-25,S6,D,NPF,R2,0.000000933,0.000416,0.000417,-3.3794,-6.0299,-3.3804,0.9978,1.523874954
S6-6,T1_S6-6,S6,D,NPF,R1,0.000000539,0.00051,0.000511,-3.2918,-6.2687,-3.2923,0.9989,1.5376239954
